locus_tag	ftype	length_bp	gene	EC_number	COG	product
ANC_02413	CDS	612	lolA			periplasmic chaperone, effects translocation of lipoproteins from inner membrane to outer
ANC_02414	CDS	1344	rarA			recombination factor
ANC_02415	CDS	1293	serS	6.1.1.11		seryl-tRNA synthetase
ANC_02416	CDS	2445	dmsA			dimethyl sulfoxide reductase, chain A
ANC_02417	CDS	618	dmsB			dimethyl sulfoxide reductase, chain B
ANC_02418	CDS	864	dmsC			dimethyl sulfoxide reductase, chain C
ANC_02419	CDS	627	ycaC			putative hydrolase monomer
ANC_02420	CDS	1149	ycaD			YcaD MFS transporter
ANC_02421	CDS	1431	ycaM			YcaM predicted APC amino acid transporter
ANC_02422	CDS	909	ycaN			putative transcriptional regulator LYSR-type
ANC_02423	CDS	591				hypothetical protein
ANC_02424	CDS	741	pflA	1.97.1.4		pyruvate formate-lyase activating enzyme
ANC_02425	CDS	2283	pflB_1	2.3.1.54		pyruvate formate-lyase (inactive)
ANC_02426	CDS	858	focA			formate channel FocA
ANC_02427	CDS	1197				hypothetical protein
ANC_02428	CDS	2856	valS	6.1.1.9		valyl-tRNA synthetase
ANC_02429	CDS	444	holC	2.7.7.7		DNA polymerase III, kh subunit
ANC_02430	CDS	1512	pepA			aminopeptidase A/I
ANC_02431	CDS	1101	lptF			LptABCFG ABC transporter
ANC_02432	CDS	1083	lptG_1			LptABCFG ABC transporter
ANC_02433	CDS	1503	yjgR			putative ATPase
ANC_02434	CDS	999	idnR			IdnR transcriptional regulator
ANC_02435	CDS	1134	idnT			L-idonate / 5-ketogluconate / gluconate transporter IdnT
ANC_02436	CDS	201				hypothetical protein
ANC_02437	CDS	765	idnO	1.1.1.69		5-keto-D-gluconate 5-reductase
ANC_02438	CDS	1032	idnD	1.1.1.264		L-idonate 5-dehydrogenase
ANC_02439	CDS	564	idnK	2.7.1.12		D-gluconate kinase, thermosensitive
ANC_02440	CDS	1020	yjgB			putative alcohol dehydrogenase, Zn-dependent and NAD(P)-binding
ANC_02441	tRNA	85				tRNA-Leu(caa)
ANC_02442	CDS	195				hypothetical protein
ANC_02443	CDS	1191	intB_2			KpLE2 phage-like element; predicted integrase
ANC_02444	CDS	1416	tnaA	4.1.99.1		tryptophanase / L-cysteine desulfhydrase
ANC_02445	CDS	1248	tnaB			tryptophan:H+ symporter TnaB
ANC_02446	CDS	1176	mdtL			multidrug efflux transporter MdtL
ANC_02447	CDS	960	yidZ			putative transcriptional regulator LysR-type
ANC_02448	CDS	750	yieE			putative phosphopantetheinyl transferase
ANC_02449	CDS	567	yieF			chromate reductase monomer
ANC_02450	CDS	1338	purP			adenine:H+ symporter
ANC_02451	CDS	666	yieH			6-phosphogluconate phosphatase
ANC_02452	CDS	474	cbrB			putative inner membrane protein
ANC_02453	CDS	588	cbrC			colicin E2 tolerance protein
ANC_02454	CDS	723	yieK			putative 6-phosphogluconolactonase
ANC_02455	CDS	1170	yieL			putative xylanase
ANC_02456	CDS	1617	bglH			carbohydrate-specific outer membrane porin, cryptic
ANC_02457	CDS	1395	bglB	3.2.1.86		6-phospho-beta-glucosidase B; cryptic
ANC_02458	CDS	1878	bglF	2.7.1.69		beta-glucoside PTS permease BglF - cryptic
ANC_02459	CDS	837	bglG			BglG transcriptional antiterminator (monomer)
ANC_02460	CDS	1440	yciQ_1			putative inner membrane protein
ANC_02461	CDS	876	rluB			23S rRNA pseudouridine 2605 synthase
ANC_02462	CDS	591	btuR	2.5.1.17		cobinamide adenosyltransferase / cobalamin adenosyltransferase
ANC_02463	CDS	759	yciK			putative oxidoreductase
ANC_02464	CDS	1050	sohB			putative inner membrane peptidase
ANC_02465	CDS	252	yciN			putative protein
ANC_02466	CDS	2598	topA	5.99.1.2		DNA topoisomerase I
ANC_02467	CDS	975	cysB			CysB-O-acetyl-L-serine DNA-binding transcriptional dual regulator
ANC_02468	CDS	129	ymiA			small predicted membrane protein
ANC_02469	CDS	168	yciX			putative protein
ANC_02470	CDS	96	ymiC			Protein YmiC
ANC_02471	CDS	2676	acnA	4.2.1.3		aconitate hydratase 1
ANC_02472	CDS	591	ribA	3.5.4.25		GTP cyclohydrolase II
ANC_02473	CDS	765	pgpB	3.6.1.27		undecaprenyl pyrophosphate phosphatase [multifunctional]
ANC_02474	CDS	309				hypothetical protein
ANC_02475	CDS	1170				hypothetical protein
ANC_02476	CDS	798	pyrF	4.1.1.23		orotidine-5'-phosphate decarboxylase
ANC_02477	CDS	327	yciH			translation initiation factor
ANC_02478	CDS	219	osmB			OsmB osmotically inducible lipoprotein
ANC_02479	CDS	1062				hypothetical protein
ANC_02480	CDS	630				hypothetical protein
ANC_02481	CDS	1161	ybdL			methionine-oxo-acid transaminase, PLP-dependent
ANC_02482	CDS	1089	ybdH			putative oxidoreductase
ANC_02483	CDS	198				hypothetical protein
ANC_02484	CDS	1050	cstA_1			peptide transporter induced by carbon starvation
ANC_02485	CDS	1023	cstA_2			peptide transporter induced by carbon starvation
ANC_02486	CDS	414	entH			proofreading thioesterase in enterobactin biosynthesis
ANC_02487	CDS	747	entA	1.3.1.28		2,3-dihydro-2,3-dihydroxybenzoate dehydrogenase
ANC_02488	CDS	858	entB	3.3.2.1		EntB monomer
ANC_02489	CDS	1611	entE	2.7.7.58		enterobactin synthase multienzyme complex
ANC_02490	CDS	1176	entC	5.4.4.2		isochorismate synthase 1
ANC_02491	CDS	957	fepB			ferric enterobactin ABC transporter - periplasmic binding protein
ANC_02492	CDS	1251	entS			enterobactin efflux transporter EntS
ANC_02493	CDS	1005	fepD			ferric enterobactin ABC transporter - membrane subunit
ANC_02494	CDS	993	fepG			ferric enterobactin ABC transporter - membrane subunit
ANC_02495	CDS	816	fepC			ferric enterobactin ABC transporter - ATP binding subunit
ANC_02496	CDS	1134	fepE			ferric enterobactin (enterochelin) transport
ANC_02497	CDS	489	ybjO			putative inner membrane protein
ANC_02498	CDS	846	potI			putrescine ABC transporter - membrane subunit
ANC_02499	CDS	954	potH			putrescine ABC transporter - membrane subunit
ANC_02500	CDS	1134	potG			putrescine ABC transporter - ATP binding subunit
ANC_02501	CDS	1113	potF			putrescine ABC transporter - periplasmic binding protein
ANC_02502	CDS	477	ybjN			putative oxidoreductase
ANC_02503	CDS	903	rimK			ribosomal protein S6 modification protein
ANC_02504	CDS	723	nfsA			NADPH nitroreductase monomer
ANC_02505	CDS	288	ybjC			putative inner membrane protein
ANC_02506	CDS	258	grxA		COG0695	Glutaredoxin 1
ANC_02507	CDS	378	ybjM			putative inner membrane protein
ANC_02508	CDS	1686	ybjL			putative transporter
ANC_02509	CDS	219	ogrK_2			DNA-binding transcriptional regulator, prophage P2 remnant
ANC_02510	CDS	369				hypothetical protein
ANC_02511	CDS	276	pinE			e14 prophage; site-specific DNA recombinase
ANC_02512	CDS	540	stfE			e14 prophage; predicted side tail fiber protein fragment
ANC_02513	CDS	603	tfaE			e14 prophage; predicted tail fiber assembly protein
ANC_02514	CDS	438				hypothetical protein
ANC_02515	CDS	1623				hypothetical protein
ANC_02516	CDS	606				hypothetical protein
ANC_02517	CDS	909				hypothetical protein
ANC_02518	CDS	360				hypothetical protein
ANC_02519	CDS	579				hypothetical protein
ANC_02520	CDS	285	yrhB			putative protein with chaperone-like activity
ANC_02521	CDS	1743	ggt	3.4.19.13	COG0405	Glutathione hydrolase proenzyme
ANC_02522	CDS	441				hypothetical protein
ANC_02523	CDS	744	ugpQ	3.1.4.46		glycerophosphodiester phosphodiesterase, cytosolic
ANC_02524	CDS	1071	ugpC	3.6.3.20		glycerol-3-phosphate / glycerol-2-phosphate ABC transporter - putative ATP binding subunit
ANC_02525	CDS	846	ugpE			glycerol-3-phosphate / glycerol-2-phosphate ABC transporter - putative membrane subunit
ANC_02526	CDS	888	ugpA			glycerol-3-phosphate / glycerol-2-phosphate ABC transporter - putative membrane subunit
ANC_02527	CDS	1317	ugpB			glycerol-3-phosphate / glycerol-2-phosphate ABC transporter - putative periplasmic binding protein
ANC_02528	CDS	714	livF			branched chain amino acid ABC transporter - ATP binding subunit
ANC_02529	CDS	768	livG			branched chain amino acid transporter - ATP binding subunit
ANC_02530	CDS	1278	livM			branched chain amino acid transporter - membrane subunit
ANC_02531	CDS	927	livH			branched chain amino acid transporter - membrane subunit
ANC_02532	CDS	1110	livK			leucine ABC transporter - periplasmic binding protein
ANC_02533	CDS	384	yhhK			putative maturation factor for PanD
ANC_02534	CDS	1104	livJ			branched chain amino acid ABC transporter - periplasmic binding protein
ANC_02535	CDS	855	rpoH			RNA polymerase, sigma 32 (sigma H) factor
ANC_02536	CDS	1059	ftsX			cell division protein FtsX
ANC_02537	CDS	582	ftsE			cell division protein FtsE
ANC_02538	CDS	1251	icd	1.1.1.42		isocitrate dehydrogenase
ANC_02539	CDS	654	rluE			23S rRNA pseudouridine 2457 synthase
ANC_02540	CDS	462	nudJ			HMP-PP hydrolase /thiamin pyrophosphate hydrolase [multifunctional]
ANC_02541	CDS	1107	mnmA			tRNA-specific 2-thiouridylase
ANC_02542	CDS	642	hflD			lysogenization regulator
ANC_02543	CDS	1371	purB	4.3.2.2		adenylosuccinate lyase
ANC_02544	CDS	672	yedW_4			putative DNA-binding response regulator in two-component system with YedV
ANC_02545	CDS	1461	phoQ	2.7.13.3	COG0642	Sensor protein PhoQ
ANC_02546	CDS	1122				hypothetical protein
ANC_02547	CDS	1227	pepT	3.4.11.4		peptidase T
ANC_02548	CDS	1137	potA	3.6.3.31		putrescine / spermidine ABC transporter - ATP binding subunit
ANC_02549	CDS	858	potB			putrescine / spermidine ABC transporter - membrane subunit
ANC_02550	CDS	795	potC			putrescine / spermidine ABC transporter - membrane subunit
ANC_02551	CDS	1047	potD			putrescine / spermidine ABC transporter - periplasmic binding protein
ANC_02552	CDS	408	ymfA			putative inner membrane protein
ANC_02553	CDS	789	ycfZ			putative inner membrane protein
ANC_02554	CDS	840	cobB			protein deacetylase, Sir2 
ANC_02555	CDS	441	nagK_2	2.7.1.59		N-acetyl-D-glucosamine kinase
ANC_02556	CDS	1197	hemY			putative protoheme IX synthesis protein
ANC_02557	CDS	1206				hypothetical protein
ANC_02558	CDS	741	hemD	4.2.1.75		uroporphyrinogen III synthase
ANC_02559	CDS	963	hemC	2.5.1.61		hydroxymethylbilane synthase
ANC_02560	CDS	2547	cyaA	4.6.1.1		adenylate cyclase
ANC_02561	CDS	321	cyaY			frataxin, iron-binding and oxidizing protein
ANC_02562	CDS	234				hypothetical protein
ANC_02563	CDS	204	yifL			putative lipoprotein
ANC_02564	CDS	825	dapF	5.1.1.7		diaminopimelate epimerase
ANC_02565	CDS	708				hypothetical protein
ANC_02566	CDS	897	xerC_2			site-specific recombinase, acts on cer sequence of ColE1, effects chromosome segregation at cell division
ANC_02567	CDS	717	yigB			FMN phosphatase
ANC_02568	CDS	2163	uvrD			DNA-dependent ATPase I and helicase II
ANC_02569	CDS	903	salL	2.5.1.94	COG1912	Adenosyl-chloride synthase
ANC_02570	CDS	765	yigE			putative protein
ANC_02571	CDS	441				hypothetical protein
ANC_02572	CDS	861	tesB			thioesterase II
ANC_02573	CDS	1287	amtB			ammonia / ammonium transporter
ANC_02574	CDS	339	glnK		COG0347	Nitrogen regulatory protein P-II 2
ANC_02575	CDS	1782	mdlB	3.6.3.44		putative multidrug transporter subunit of ABC superfamily: ATP-binding component
ANC_02576	CDS	1761	mdlA	3.6.3.44		putative multidrug transporter subunit of ABC superfamily: ATP-binding component
ANC_02577	CDS	459	ybaO			putative LRP-like transcriptional regulator
ANC_02578	CDS	819	cof			pyridoxal phosphatase / HMP-PP hydrolase
ANC_02579	CDS	1701	ybaE			putative transporter subunit: periplasmic-binding component of ABC superfamily protein
ANC_02580	CDS	696	queC			7-cyano-7-deazaguanine synthase
ANC_02581	CDS	399	fadM			thioesterase III
ANC_02582	CDS	372				hypothetical protein
ANC_02583	CDS	1872	ppiD	5.2.1.8		periplasmic folding helper protein
ANC_02584	CDS	273	hupB			transcriptional dual regulator HU-beta, NS1 (HU-1)
ANC_02585	CDS	2355	lon			DNA-binding, ATP-dependent protease La
ANC_02586	CDS	717	nadC	2.4.2.19		quinolinate phosphoribosyltransferase (decarboxylating) monomer
ANC_02587	CDS	441	ppdD			prepilin peptidase dependent protein
ANC_02588	CDS	1386	hofB			protein involved in plasmid replication
ANC_02589	CDS	1203	hofC			protein transport protein HofC
ANC_02590	CDS	1044	guaC	1.7.1.7		GMP reductase
ANC_02591	CDS	621	coaE	2.7.1.24		dephospho-CoA kinase
ANC_02592	CDS	744	zapD			cell division factor ZapD
ANC_02593	CDS	198	yacG			DNA gyrase inhibitor YacG
ANC_02594	CDS	390	mutT			8-oxo-dGTP diphosphatase
ANC_02595	CDS	2706	secA			Sec Translocation Complex
ANC_02596	CDS	588	secM			secretion monitor that regulates SecA translation (General Secretory Pathway)
ANC_02597	CDS	918	lpxC			UDP-3-O-acyl-N-acetylglucosamine deacetylase
ANC_02598	CDS	1152	ftsZ			essential cell division protein FtsZ
ANC_02599	CDS	1263	ftsA			essential cell division protein FtsA
ANC_02600	CDS	831	ftsQ			essential cell division protein FtsQ
ANC_02601	CDS	921	ddlB	6.3.2.4		D-alanine-D-alanine ligase B
ANC_02602	CDS	960	nrdF	1.17.4.1		ribonucleoside-diphosphate reductase 2
ANC_02603	CDS	2145	nrdE	1.17.4.1		ribonucleoside-diphosphate reductase 2
ANC_02604	CDS	411	nrdI			flavodoxin involved in dimanganese-tyrosyl radical cofactor maintenance for ribonucleotide reductase
ANC_02605	CDS	246	nrdH			glutaredoxin-like protein
ANC_02606	CDS	330	ygaM			putative protein
ANC_02607	CDS	345	ygaC			putative protein
ANC_02608	CDS	450	alaE			L-alanine exporter
ANC_02609	CDS	405	stpA			H-NS-like DNA-binding protein with RNA chaperone activity
ANC_02610	CDS	525	ygaP			putative inner membrane protein with hydrolase activity
ANC_02611	CDS	300	ygaV			putative DNA-binding transcriptional regulator
ANC_02612	CDS	159	yqaE			putative membrane protein
ANC_02613	CDS	450	ygaU			putative protein
ANC_02614	CDS	663	csiR			CsiR DNA-binding transcriptional repressor
ANC_02615	CDS	1401	gabP			4-aminobutyrate:H+ symporter
ANC_02616	CDS	1281	gabT	2.6.1.19		4-aminobutyrate aminotransferase monomer
ANC_02617	CDS	1449	gabD			succinate-semialdehyde dehydrogenase (NADP+)
ANC_02618	CDS	1269	lhgO	1.1.3.15		L-2-hydroxyglutarate oxidase
ANC_02619	CDS	978	csiD			putative protein
ANC_02620	CDS	726	phoU			PhoU phosphate transport system protein
ANC_02621	CDS	774	pstB	3.6.3.27		phosphate ABC transporter - ATP binding subunit
ANC_02622	CDS	891	pstA			phosphate ABC transporter - membrane subunit
ANC_02623	CDS	960	pstC			phosphate ABC transporter - membrane subunit
ANC_02624	CDS	1041	pstS			phosphate ABC transporter - periplasmic binding protein
ANC_02625	CDS	1830	glmS	2.6.1.16		L-glutamine:D-fructose-6-phosphate aminotransferase
ANC_02626	CDS	1371	glmU	2.7.7.23		fused N-acetylglucosamine-1-phosphate uridyltransferase and glucosamine-1-phosphate acetyltransferase
ANC_02627	CDS	420	atpC			ATP synthase F1 complex - epsilon subunit
ANC_02628	CDS	1383	atpD			ATP synthase F1 complex - beta subunit
ANC_02629	CDS	864	atpG			ATP synthase F1 complex - gamma subunit
ANC_02630	CDS	1542	atpA			ATP synthase F1 complex - alpha subunit
ANC_02631	CDS	534	atpH			ATP synthase F1 complex - delta subunit
ANC_02632	CDS	471	atpF			ATP synthase F0 complex - b subunit
ANC_02633	CDS	240	atpE			ATP synthase
ANC_02634	CDS	816	atpB			ATP synthase F0 complex - a subunit
ANC_02635	CDS	381	atpI			AtpI
ANC_02636	CDS	1743				hypothetical protein
ANC_02637	CDS	4281	rhsD			RhsD protein in rhs element
ANC_02638	CDS	369	ybbC			putative protein
ANC_02639	CDS	711				hypothetical protein
ANC_02640	CDS	261	ybbD			putative protein
ANC_02641	CDS	372	ylbG			putative DNA-binding transcriptional regulator
ANC_02642	CDS	1095	ybbB			tRNA 2-selenouridine synthase
ANC_02643	CDS	927	allS			AllS transcriptional activator
ANC_02644	CDS	483	allA	3.5.3.19		ureidoglycolate lyase
ANC_02645	CDS	816	allR			AllR DNA-binding transcriptional repressor
ANC_02646	CDS	1782	gcl	4.1.1.47		glyoxylate carboligase
ANC_02647	CDS	777	hyi	5.3.1.22		hydroxypyruvate isomerase
ANC_02648	CDS	879	glxR	1.1.1.60		tartronate semialdehyde reductase 2
ANC_02649	CDS	2634	mngB			alpha-mannosidase
ANC_02650	CDS	1917	mngA	2.7.1.69		2-O-alpha-mannosyl-D-glycerate PTS permease
ANC_02651	CDS	723	mngR			MngR DNA-binding transcriptional repressor
ANC_02652	CDS	870	sucD	6.2.1.5		succinyl-CoA synthetase, alpha subunit
ANC_02653	CDS	1167	sucC	6.2.1.5		succinyl-CoA synthetase, beta subunit
ANC_02654	CDS	1218	sucB	2.3.1.61	COG0508	Dihydrolipoyllysine-residue succinyltransferase component of 2-oxoglutarate dehydrogenase complex
ANC_02655	CDS	2802	sucA	1.2.4.2		subunit of E1(0) component of 2-oxoglutarate dehydrogenase
ANC_02656	CDS	717	sdhB	1.3.99.1		succinate dehydrogenase iron-sulfur protein
ANC_02657	CDS	1767	sdhA	1.3.99.1		succinate dehydrogenase flavoprotein
ANC_02658	CDS	348	sdhD	1.3.99.1		succinate dehydrogenase membrane protein
ANC_02659	CDS	405	sdhC	1.3.99.1		succinate dehydrogenase membrane protein
ANC_02660	CDS	180	oxc	4.1.1.8		oxalyl-CoA decarboxylase
ANC_02661	CDS	945	yfdV			YfdV AEC Transporter
ANC_02662	CDS	1146	yfdE			putative CoA transferase, NAD(P)-binding
ANC_02663	CDS	3594	evgS	2.7.13.3	COG0784	Sensor protein EvgS
ANC_02664	CDS	615	fimZ_3			FimZ transcriptional regulator
ANC_02665	CDS	1164	emrK			EmrKY-TolC multidrug efflux transport system - membrane fusion protein
ANC_02666	CDS	1539	emrY			EmrKY putative multidrug efflux transporter - membrane subunit
ANC_02667	CDS	1329	dsdA	4.3.1.18		D-serine ammonia-lyase
ANC_02668	CDS	1338	dsdX			D-serine transporter
ANC_02669	CDS	936	dsdC			DsdC DNA-binding transcriptional dual regulator
ANC_02670	tRNA	75				tRNA-Arg(cct)
ANC_02671	CDS	933	yfdC			putative inner membrane protein
ANC_02672	CDS	756	mlaA			MlaA
ANC_02673	CDS	1266	ybiU			putative protein
ANC_02674	CDS	1593	ybiT			putative ATP-binding component of a transport system
ANC_02675	CDS	921	ybiS			L,D-transpeptidase YbiS
ANC_02676	CDS	1119	ybiR			putative transporter
ANC_02677	CDS	468	mntR			MntR-Mn2+ DNA-binding transcriptional dual regulator
ANC_02678	CDS	129	mntS			Small protein MntS
ANC_02679	CDS	1584	ybiP_1			putative hydrolase, inner membrane
ANC_02680	CDS	516	ompX_1			outer membrane protein X
ANC_02681	CDS	888	rhtA			threonine / homoserine efflux transporter
ANC_02682	CDS	504	dps			stationary phase nucleoid protein that sequesters iron and protects DNA from damage
ANC_02683	CDS	747	glnH			glutamine ABC transporter - periplasmic binding protein
ANC_02684	CDS	660	glnP			glutamine ABC transporter - membrane subunit
ANC_02685	CDS	723	glnQ			glutamine ABC transporter - ATP binding subunit
ANC_02686	CDS	2226	ybiO			mechanosensitive channel YbiO monomer
ANC_02687	CDS	243				hypothetical protein
ANC_02688	CDS	432	ybiP_2			putative hydrolase, inner membrane
ANC_02689	CDS	360				hypothetical protein
ANC_02690	CDS	1329	insG			IS1 predicted transposase
ANC_02691	CDS	1218	yjhB			YjhB MFS transporter
ANC_02692	CDS	1119	yjhC			KpLE2 phage-like element; predicted oxidoreductase
ANC_02693	CDS	126	ythA			small predicted membrane protein
ANC_02694	CDS	351				hypothetical protein
ANC_02695	CDS	273	insN-2			KpLE2 phage-like element; partial regulator of insertion element IS911B (interrupted)
ANC_02696	CDS	654				IS3 family transposase ISLad1
ANC_02697	CDS	414				hypothetical protein
ANC_02698	CDS	1998	betT_2			choline:H+ symporter
ANC_02699	CDS	819	insF-1			IS3 element protein InsF
ANC_02700	CDS	303	ykgN			putative IS protein
ANC_02701	CDS	414	insO-2			KpLE2 phage-like element; partial transposase
ANC_02702	CDS	258	yjhV			KpLE2 phage-like element; predicted protein
ANC_02703	CDS	768	fecE			ferric dicitrate ABC transporter - ATP binding subunit
ANC_02704	CDS	255	fecD			ferric dicitrate ABC transporter - membrane subunit
ANC_02705	CDS	954	rep			Rep helicase, a single-stranded DNA dependent ATPase
ANC_02706	CDS	1485	gpp	3.6.1.40		guanosine-5'-triphosphate, 3'-diphosphate pyrophosphatase
ANC_02707	CDS	1266	rhlB			degradosome
ANC_02708	CDS	330	trxA		COG0526	Thioredoxin 1
ANC_02709	CDS	1260	rho			transcription termination factor Rho monomer; polarity suppressor
ANC_02710	CDS	219				hypothetical protein
ANC_02711	CDS	1104	rfe			undecaprenyl-phosphate alpha-N-acetylglucosaminyl transferase
ANC_02712	CDS	1047	wzzE			Enterobacterial Common Antigen polysaccharide chain length modulation protein
ANC_02713	CDS	1131	rffE	5.1.3.14		UDP-N-acetylglucosamine-2-epimerase
ANC_02714	CDS	1263	rffD	1.1.1		UDP-N-acetyl-D-mannosaminuronic acid dehydrogenase
ANC_02715	CDS	1068	rffG	4.2.1.46		dTDP-glucose 4,6-dehydratase 2
ANC_02716	CDS	882	rffH	2.7.7.24		dTDP-glucose pyrophosphorylase 2
ANC_02717	CDS	675	rffC			dTDP-fucosamine acetyltransferase
ANC_02718	CDS	1131	rffA			dTDP-4-oxo-6-deoxy-D-glucose transaminase
ANC_02719	CDS	198	fucA_2	4.1.2.17		L-fuculose-phosphate aldolase
ANC_02720	CDS	1149	fucO	1.1.1.77		L-1,2-propanediol oxidoreductase monomer
ANC_02721	CDS	846	ygdG			YgdG
ANC_02722	CDS	1368	sdaB	4.3.1.17		L-serine deaminase II
